mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size,,,,
261.0198_3.384,261.0198,3.384,36302.338,261.0198_3.384,261.0198_3.384,1,,,,
261.0216_3.272,261.0216,3.272,22895.832,261.0216_3.272,261.0216_3.272,1,,,,
261.037_0.533,261.037,0.533,9464.4565,261.037_0.533,261.037_0.533,1,,,,
261.0726_5.684,261.0726,5.684,33165.117,261.0726_5.684,261.0726_5.684,1,,,,
261.0875_3.343,261.0875,3.343,20727.739,261.0875_3.343,261.0875_3.343,1,,,,
262.1042_7.536,262.1042,7.536,8401.1267,262.1042_7.536,262.1042_7.536,1,,,,
262.9863_5.091,262.9863,5.091,2284.02635,262.9863_5.091,262.9863_5.091,1,,,,
262.9864_7.93,262.9864,7.93,1842.0805,Cluster_262.9864_7.93,262.9864_7.93;439.0545_7.939;469.0654_7.945,3,,,,
263.0036_3.385,263.0036,3.385,25668.915,Cluster_261.0075_3.387,261.0075_3.387;263.0036_3.385,2,,,,
263.005_0.777,263.005,0.777,12423.195,263.005_0.777,263.005_0.777,1,,,,
263.0063_1.022,263.0063,1.022,13385.313,263.0063_1.022,263.0063_1.022,1,,,,
263.0088_4.073,263.0088,4.073,6911.04175,263.0088_4.073,263.0088_4.073,1,,,,
263.0226_2.25,263.0226,2.25,8409.1205,263.0226_2.25,263.0226_2.25,1,,,,
263.0227_4.475,263.0227,4.475,9320.288,Cluster_263.0227_4.475,263.0227_4.475;473.0407_4.483,2,,,,
263.0228_3.822,263.0228,3.822,2040.8046,Cluster_263.0228_3.822,263.0228_3.822;265.0198_3.831;267.017_3.83;342.9799_3.831;344.9762_3.835;455.0839_3.822;527.052_3.833,7,,,,
263.0228_4.652,263.0228,4.652,55967.248,263.0228_4.652,263.0228_4.652,1,,,,
263.0229_3.849,263.0229,3.849,1889.18055,Cluster_263.0229_3.849,263.0229_3.849;526.1378_3.851;565.0088_3.843,3,,,,
263.0346_3.882,263.0346,3.882,1349.92935,263.0346_3.882,263.0346_3.882,1,,,,
263.0577_4.057,263.0577,4.057,29951.611,263.0577_4.057,263.0577_4.057,1,,,,
263.0885_1.035,263.0885,1.035,194078.57,263.0885_1.035,263.0885_1.035,1,,,,
263.0951_3.642,263.0951,3.642,40038.789,263.0951_3.642,263.0951_3.642,1,,,,
263.1036_1.088,263.1036,1.088,207355.28,263.1036_1.088,263.1036_1.088,1,,,,
263.1043_0.539,263.1043,0.539,1755698.5,Cluster_263.1043_0.539,145.0617_0.539;263.1043_0.539;265.1092_0.538,3,,,,
263.1047_3.327,263.1047,3.327,3159278.4,Cluster_263.1047_3.327,145.0618_3.317;263.1047_3.327;264.1071_3.323;264.141_3.324;265.109_3.318;527.214_3.311,6,,,,
263.1047_3.349,263.1047,3.349,2940370,263.1047_3.349,263.1047_3.349,1,,,,
263.1129_0.556,263.1129,0.556,38310.127,263.1129_0.556,263.1129_0.556,1,,,,
263.1397_0.54,263.1397,0.54,68108.595,263.1397_0.54,263.1397_0.54,1,,,,
264.0545_5.686,264.0545,5.686,10073.7765,264.0545_5.686,264.0545_5.686,1,,,,
264.1071_3.323,264.1071,3.323,382366.065,Cluster_263.1047_3.327,145.0618_3.317;263.1047_3.327;264.1071_3.323;264.141_3.324;265.109_3.318;527.214_3.311,6,,,,
264.1166_3.307,264.1166,3.307,29161.777,264.1166_3.307,264.1166_3.307,1,,,,
264.1167_3.376,264.1167,3.376,28266.1785,264.1167_3.376,264.1167_3.376,1,,,,
264.141_3.324,264.141,3.324,18284.9275,Cluster_263.1047_3.327,145.0618_3.317;263.1047_3.327;264.1071_3.323;264.141_3.324;265.109_3.318;527.214_3.311,6,,,,
264.141_3.351,264.141,3.351,17483.665,Cluster_265.109_3.361,264.141_3.351;265.109_3.361;527.214_3.358,3,,,,
264.9274_10.093,264.9274,10.093,45958.125,Cluster_264.9274_10.093,264.9274_10.093;289.9488_10.094,2,,,,
265.002_2.224,265.002,2.224,6966.60765,265.002_2.224,265.002_2.224,1,,,,
265.0198_3.831,265.0198,3.831,502.07695,Cluster_263.0228_3.822,263.0228_3.822;265.0198_3.831;267.017_3.83;342.9799_3.831;344.9762_3.835;455.0839_3.822;527.052_3.833,7,,,,
265.072_0.886,265.072,0.886,1862.83455,265.072_0.886,265.072_0.886,1,,,,
265.1037_1.014,265.1037,1.014,15202.462,265.1037_1.014,265.1037_1.014,1,,,,
265.109_3.318,265.109,3.318,49846.1175,Cluster_263.1047_3.327,145.0618_3.317;263.1047_3.327;264.1071_3.323;264.141_3.324;265.109_3.318;527.214_3.311,6,,,,
265.109_3.361,265.109,3.361,47523.426,Cluster_265.109_3.361,264.141_3.351;265.109_3.361;527.214_3.358,3,,,,
265.1092_0.538,265.1092,0.538,30887.5245,Cluster_263.1043_0.539,145.0617_0.539;263.1043_0.539;265.1092_0.538,3,,,,
265.1184_0.981,265.1184,0.981,29144.418,265.1184_0.981,265.1184_0.981,1,,,,
265.1324_1.023,265.1324,1.023,37535.5,265.1324_1.023,265.1324_1.023,1,,,,
266.0852_0.845,266.0852,0.845,20716.961,266.0852_0.845,266.0852_0.845,1,,,,
267.017_3.83,267.017,3.83,501.8374,Cluster_263.0228_3.822,263.0228_3.822;265.0198_3.831;267.017_3.83;342.9799_3.831;344.9762_3.835;455.0839_3.822;527.052_3.833,7,,,,
267.0727_4.074,267.0727,4.074,6824.53215,267.0727_4.074,267.0727_4.074,1,,,,
267.1082_0.806,267.1082,0.806,1382.567,Cluster_267.1082_0.806,154.9905_0.79;267.1082_0.806,2,,,,
267.1097_6.145,267.1097,6.145,111787.703,267.1097_6.145,267.1097_6.145,1,,,,
267.1234_0.816,267.1234,0.816,40818.445,267.1234_0.816,267.1234_0.816,1,,,,
267.1341_0.515,267.1341,0.515,32155.913,267.1341_0.515,267.1341_0.515,1,,,,
269.035_0.82,269.035,0.82,26249.742,Cluster_233.0584_0.821,233.0584_0.821;235.0563_0.828;269.035_0.82;271.0315_0.816;311.0454_0.833;313.0417_0.832,6,,,,
269.0598_5.416,269.0598,5.416,502.4722,Cluster_182.0272_5.423,182.0272_5.423;269.0598_5.416,2,,,,
269.0662_4.768,269.0662,4.768,24069.9695,269.0662_4.768,269.0662_4.768,1,,,,
269.1027_0.548,269.1027,0.548,23351.1835,269.1027_0.548,269.1027_0.548,1,,,,
269.136_1.005,269.136,1.005,22869.325,269.136_1.005,269.136_1.005,1,,,,
269.139_0.823,269.139,0.823,28024.079,Cluster_269.1391_0.838,269.139_0.823;269.1391_0.838,2,,,,
269.1391_0.838,269.1391,0.838,28116.873,Cluster_269.1391_0.838,269.139_0.823;269.1391_0.838,2,,,,
269.1504_0.514,269.1504,0.514,457757.96,269.1504_0.514,269.1504_0.514,1,,,,
269.161_0.525,269.161,0.525,13863.5705,269.161_0.525,269.161_0.525,1,,,,
270.0617_5.7,270.0617,5.7,22298.474,270.0617_5.7,270.0617_5.7,1,,,,
270.1343_0.521,270.1343,0.521,11447.73575,270.1343_0.521,270.1343_0.521,1,,,,
271.0315_0.816,271.0315,0.816,17438.227,Cluster_233.0584_0.821,233.0584_0.821;235.0563_0.828;269.035_0.82;271.0315_0.816;311.0454_0.833;313.0417_0.832,6,,,,
271.1548_0.788,271.1548,0.788,46455.4785,271.1548_0.788,271.1548_0.788,1,,,,
272.9588_10.091,272.9588,10.091,169096.72,Cluster_272.9588_10.091,272.9588_10.091;272.9696_10.093;274.9567_10.091;386.9389_10.09;500.9191_10.087,5,,,,
272.9696_10.093,272.9696,10.093,13809.9905,Cluster_272.9588_10.091,272.9588_10.091;272.9696_10.093;274.9567_10.091;386.9389_10.09;500.9191_10.087,5,,,,
272.992_1.032,272.992,1.032,6769.6225,272.992_1.032,272.992_1.032,1,,,,
273.0072_0.625,273.0072,0.625,20858.5135,Cluster_273.0072_0.641,273.0072_0.625;273.0072_0.641,2,,,,
273.0072_0.641,273.0072,0.641,22167.3955,Cluster_273.0072_0.641,273.0072_0.625;273.0072_0.641,2,,,,
273.0076_3.344,273.0076,3.344,586855.65,Cluster_273.0076_3.344,273.0076_3.344;275.0041_3.344,2,,,,
273.0173_3.345,273.0173,3.345,35863.973,273.0173_3.345,273.0173_3.345,1,,,,
273.0419_5.136,273.0419,5.136,29533.9935,273.0419_5.136,273.0419_5.136,1,,,,
273.1339_0.813,273.1339,0.813,14691.327,273.1339_0.813,273.1339_0.813,1,,,,
273.1703_0.849,273.1703,0.849,29679.917,273.1703_0.849,273.1703_0.849,1,,,,
274.0023_5.058,274.0023,5.058,1633.58545,274.0023_5.058,274.0023_5.058,1,,,,
274.0025_5.546,274.0025,5.546,29434.457,274.0025_5.546,274.0025_5.546,1,,,,
274.0025_5.671,274.0025,5.671,13340.329,274.0025_5.671,274.0025_5.671,1,,,,
274.0389_3.032,274.0389,3.032,61555.97,Cluster_274.0389_3.032,274.0389_3.032;276.0355_3.026,2,,,,
274.0389_3.005,274.0389,3.005,61555.97,274.0389_3.005,274.0389_3.005,1,,,,
274.9395_0.54,274.9395,0.54,501.92515,Cluster_500.279_0.526,274.9395_0.54;500.279_0.526,2,,,,
274.9567_10.091,274.9567,10.091,49757.9005,Cluster_272.9588_10.091,272.9588_10.091;272.9696_10.093;274.9567_10.091;386.9389_10.09;500.9191_10.087,5,,,,
274.9864_3.583,274.9864,3.583,6906.591,274.9864_3.583,274.9864_3.583,1,,,,
274.9977_8,274.9977,8,502.0107,Cluster_274.9977_8,188.0022_8.004;188.0116_8.009;203.0131_8.012;274.9977_8,4,,,,
275.0041_3.344,275.0041,3.344,31952.8185,Cluster_273.0076_3.344,273.0076_3.344;275.0041_3.344,2,,,,
275.0227_3.422,275.0227,3.422,50532.4965,Cluster_275.0227_3.422,275.0227_3.422;275.0351_3.42;277.0185_3.416,3,,,,
275.0227_1.969,275.0227,1.969,5044.8565,275.0227_1.969,275.0227_1.969,1,,,,
275.0228_3.571,275.0228,3.571,156297.9,275.0228_3.571,275.0228_3.571,1,,,,
275.0351_3.42,275.0351,3.42,6184.1855,Cluster_275.0227_3.422,275.0227_3.422;275.0351_3.42;277.0185_3.416,3,,,,
275.0538_5.698,275.0538,5.698,96344.437,275.0538_5.698,275.0538_5.698,1,,,,
275.0558_2.36,275.0558,2.36,16557.8235,275.0558_2.36,275.0558_2.36,1,,,,
275.0681_0.838,275.0681,0.838,6901.8544,Cluster_277.0844_0.837,275.0681_0.838;277.0844_0.837,2,,,,
275.0709_4.9,275.0709,4.9,3636.684,275.0709_4.9,275.0709_4.9,1,,,,
275.0732_2.439,275.0732,2.439,8210.017,275.0732_2.439,275.0732_2.439,1,,,,
275.0746_3.503,275.0746,3.503,8471.8575,275.0746_3.503,275.0746_3.503,1,,,,
276.0026_3.407,276.0026,3.407,4017.7668,276.0026_3.407,276.0026_3.407,1,,,,
276.0355_3.026,276.0355,3.026,5233.83915,Cluster_274.0389_3.032,274.0389_3.032;276.0355_3.026,2,,,,
276.0545_3.638,276.0545,3.638,23292.4685,276.0545_3.638,276.0545_3.638,1,,,,
277.0018_2.969,277.0018,2.969,2569.1313,277.0018_2.969,277.0018_2.969,1,,,,
277.0019_5.486,277.0019,5.486,501.92515,277.0019_5.486,277.0019_5.486,1,,,,
277.0185_3.416,277.0185,3.416,4125.58505,Cluster_275.0227_3.422,275.0227_3.422;275.0351_3.42;277.0185_3.416,3,,,,
277.0733_3.48,277.0733,3.48,46965.481,277.0733_3.48,277.0733_3.48,1,,,,
277.0733_4.519,277.0733,4.519,32809.912,277.0733_4.519,277.0733_4.519,1,,,,
277.0844_0.837,277.0844,0.837,9093.1925,Cluster_277.0844_0.837,275.0681_0.838;277.0844_0.837,2,,,,
277.1076_0.844,277.1076,0.844,9584.7155,277.1076_0.844,277.1076_0.844,1,,,,
278.0704_4.755,278.0704,4.755,17512.4505,278.0704_4.755,278.0704_4.755,1,,,,
278.0926_4.849,278.0926,4.849,38229.3485,Cluster_279.0893_4.848,278.0926_4.849;279.0893_4.848,2,,,,
278.1422_0.538,278.1422,0.538,5296.51,278.1422_0.538,278.1422_0.538,1,,,,
279.0017_1.018,279.0017,1.018,2634.89535,279.0017_1.018,279.0017_1.018,1,,,,
279.0173_4.922,279.0173,4.922,501.67095,279.0173_4.922,279.0173_4.922,1,,,,
279.0175_3.355,279.0175,3.355,1202.4148,Cluster_139.04_3.348,139.04_3.348;279.0175_3.355;699.1561_3.36,3,,,,
279.0176_0.702,279.0176,0.702,16182.262,279.0176_0.702,279.0176_0.702,1,,,,
279.0528_5.579,279.0528,5.579,112942.395,279.0528_5.579,279.0528_5.579,1,,,,
279.0528_6.074,279.0528,6.074,71981.03,279.0528_6.074,279.0528_6.074,1,,,,
279.0529_5.648,279.0529,5.648,303959.295,279.0529_5.648,279.0529_5.648,1,,,,
279.068_2.262,279.068,2.262,97884.74,279.068_2.262,279.068_2.262,1,,,,
279.0718_6.427,279.0718,6.427,14739.82675,279.0718_6.427,279.0718_6.427,1,,,,
279.089_3.497,279.089,3.497,33979.7765,279.089_3.497,279.089_3.497,1,,,,
279.0893_4.848,279.0893,4.848,137491.1,Cluster_279.0893_4.848,278.0926_4.849;279.0893_4.848,2,,,,
279.0975_4.922,279.0975,4.922,37651.234,279.0975_4.922,279.0975_4.922,1,,,,
279.1234_0.839,279.1234,0.839,8538.9055,279.1234_0.839,279.1234_0.839,1,,,,
279.1271_0.55,279.1271,0.55,19900.082,279.1271_0.55,279.1271_0.55,1,,,,
279.1346_0.94,279.1346,0.94,16063.5435,279.1346_0.94,279.1346_0.94,1,,,,
280.0285_5.418,280.0285,5.418,1662.1721,280.0285_5.418,280.0285_5.418,1,,,,
280.079_0.509,280.079,0.509,502.01235,280.079_0.509,280.079_0.509,1,,,,
281.0251_3.123,281.0251,3.123,1630.8225,281.0251_3.123,281.0251_3.123,1,,,,
281.1025_0.843,281.1025,0.843,27305.376,281.1025_0.843,281.1025_0.843,1,,,,
281.1132_0.515,281.1132,0.515,23231.9905,281.1132_0.515,281.1132_0.515,1,,,,
282.047_0.513,282.047,0.513,41652.5785,282.047_0.513,282.047_0.513,1,,,,
282.0471_0.951,282.0471,0.951,8151.5405,282.0471_0.951,282.0471_0.951,1,,,,
283.0279_2.454,283.0279,2.454,1241.7119,283.0279_2.454,283.0279_2.454,1,,,,
283.0297_5.702,283.0297,5.702,25865.91,283.0297_5.702,283.0297_5.702,1,,,,
283.0424_5.698,283.0424,5.698,3521.21225,283.0424_5.698,283.0424_5.698,1,,,,
283.0821_4.197,283.0821,4.197,207220.235,Cluster_283.0821_4.197,283.0821_4.197;283.0931_4.194;284.0854_4.192;367.0434_4.206,4,,,,
283.0931_4.194,283.0931,4.194,17179.8525,Cluster_283.0821_4.197,283.0821_4.197;283.0931_4.194;284.0854_4.192;367.0434_4.206,4,,,,
283.1184_0.938,283.1184,0.938,46917.037,283.1184_0.938,283.1184_0.938,1,,,,
283.1548_0.836,283.1548,0.836,7751.2125,283.1548_0.836,283.1548_0.836,1,,,,
283.1649_0.513,283.1649,0.513,26797.9455,283.1649_0.513,283.1649_0.513,1,,,,
284.0773_5.465,284.0773,5.465,8570.7473,284.0773_5.465,284.0773_5.465,1,,,,
284.0854_4.192,284.0854,4.192,35708.3775,Cluster_283.0821_4.197,283.0821_4.197;283.0931_4.194;284.0854_4.192;367.0434_4.206,4,,,,
285.0433_2.145,285.0433,2.145,5317.40355,285.0433_2.145,285.0433_2.145,1,,,,
285.0436_0.548,285.0436,0.548,17138.5465,285.0436_0.548,285.0436_0.548,1,,,,
285.0453_5.683,285.0453,5.683,33411.012,285.0453_5.683,285.0453_5.683,1,,,,
285.0591_5.672,285.0591,5.672,8316.197,285.0591_5.672,285.0591_5.672,1,,,,
285.097_0.525,285.097,0.525,2879.9332,Cluster_285.097_0.525,108.0213_0.53;213.0651_0.535;252.0877_0.525;285.097_0.525;465.086_0.535;476.0405_0.519,6,,,,
285.134_0.984,285.134,0.984,32105.3165,285.134_0.984,285.134_0.984,1,,,,
286.0026_3.257,286.0026,3.257,501.8505,286.0026_3.257,286.0026_3.257,1,,,,
287.0229_1.497,287.0229,1.497,191612.67,Cluster_287.0229_1.497,287.0229_1.497;289.0196_1.499,2,,,,
287.0229_1.479,287.0229,1.479,166695.045,287.0229_1.479,287.0229_1.479,1,,,,
287.0407_5.683,287.0407,5.683,39395.9885,287.0407_5.683,287.0407_5.683,1,,,,
287.0519_6.124,287.0519,6.124,31199.745,287.0519_6.124,287.0519_6.124,1,,,,
287.0951_0.56,287.0951,0.56,10126.8995,287.0951_0.56,287.0951_0.56,1,,,,
287.1496_0.972,287.1496,0.972,49175.495,Cluster_287.1496_0.972,287.1496_0.972;299.1496_0.968,2,,,,
287.1498_0.782,287.1498,0.782,16209.4835,Cluster_287.1498_0.782,287.1498_0.782;301.1653_0.766,2,,,,
288.0526_5.655,288.0526,5.655,12769.9105,288.0526_5.655,288.0526_5.655,1,,,,
288.0874_0.844,288.0874,0.844,11798.734,288.0874_0.844,288.0874_0.844,1,,,,
288.0876_2.429,288.0876,2.429,5877.27665,288.0876_2.429,288.0876_2.429,1,,,,
288.1198_6.673,288.1198,6.673,12358.08,288.1198_6.673,288.1198_6.673,1,,,,
288.1267_0.515,288.1267,0.515,7318.874,288.1267_0.515,288.1267_0.515,1,,,,
288.6192_4.946,288.6192,4.946,11196.389,288.6192_4.946,288.6192_4.946,1,,,,
288.9842_0.551,288.9842,0.551,504.33145,Cluster_355.0469_0.537,288.9842_0.551;355.0469_0.537,2,,,,
289.002_3.528,289.002,3.528,6150.81035,289.002_3.528,289.002_3.528,1,,,,
289.0021_2.845,289.0021,2.845,18912.374,289.0021_2.845,289.0021_2.845,1,,,,
289.0147_2.488,289.0147,2.488,1294.6244,289.0147_2.488,289.0147_2.488,1,,,,
289.0184_3.811,289.0184,3.811,502.90485,289.0184_3.811,289.0184_3.811,1,,,,
289.0196_1.499,289.0196,1.499,11410.109,Cluster_287.0229_1.497,287.0229_1.497;289.0196_1.499,2,,,,
289.0318_2.546,289.0318,2.546,21520.086,289.0318_2.546,289.0318_2.546,1,,,,
289.0381_3.994,289.0381,3.994,8239.58625,289.0381_3.994,289.0381_3.994,1,,,,
289.0383_0.566,289.0383,0.566,8136.6475,289.0383_0.566,289.0383_0.566,1,,,,
289.0524_2.13,289.0524,2.13,23524.5645,289.0524_2.13,289.0524_2.13,1,,,,
289.0562_5.695,289.0562,5.695,20887.6495,Cluster_319.0671_5.695,289.0562_5.695;319.0671_5.695,2,,,,
289.0578_2.417,289.0578,2.417,17319.0925,289.0578_2.417,289.0578_2.417,1,,,,
289.0693_5.7,289.0693,5.7,109151.432,Cluster_289.0693_5.7,289.0693_5.7;291.0664_5.701,2,,,,
289.0903_3.51,289.0903,3.51,10502.0445,289.0903_3.51,289.0903_3.51,1,,,,
289.0997_3.275,289.0997,3.275,18848.2135,Cluster_535.2001_3.279,289.0997_3.275;535.2001_3.279,2,,,,
289.1652_1.004,289.1652,1.004,11026.9235,289.1652_1.004,289.1652_1.004,1,,,,
289.9488_10.094,289.9488,10.094,30661.371,Cluster_264.9274_10.093,264.9274_10.093;289.9488_10.094,2,,,,
291.0166_0.572,291.0166,0.572,2091.4917,Cluster_259.0635_0.559,259.0635_0.559;291.0166_0.572;455.123_0.559,3,,,,
291.0177_2.075,291.0177,2.075,2227.93885,291.0177_2.075,291.0177_2.075,1,,,,
291.0358_0.557,291.0358,0.557,4745,291.0358_0.557,291.0358_0.557,1,,,,
291.0484_2.435,291.0484,2.435,20867.0985,Cluster_203.0347_2.437,201.0418_2.434;202.0383_2.431;203.0347_2.437;203.0669_2.431;247.0417_2.423;291.0484_2.435,6,,,,
291.0664_5.701,291.0664,5.701,37220.8615,Cluster_289.0693_5.7,289.0693_5.7;291.0664_5.701,2,,,,
291.0835_3.344,291.0835,3.344,42554.2725,Cluster_245.0777_3.343,245.0777_3.343;291.0835_3.344,2,,,,
291.089_3.499,291.089,3.499,52643.6585,291.089_3.499,291.089_3.499,1,,,,
291.089_3.631,291.089,3.631,50171.235,291.089_3.631,291.089_3.631,1,,,,
291.9588_3.83,291.9588,3.83,109428.665,Cluster_213.9979_3.83,213.9979_3.83;214.0064_3.828;291.9588_3.83;327.0439_3.836;425.0113_3.835,5,,,,
293.0154_3,293.0154,3,13741.5535,293.0154_3,293.0154_3,1,,,,
293.0197_5.155,293.0197,5.155,258121.29,Cluster_124.9916_5.153,124.9916_5.153;293.0197_5.155,2,,,,
293.0332_3.975,293.0332,3.975,2192.0924,293.0332_3.975,293.0332_3.975,1,,,,
293.0335_4.024,293.0335,4.024,1944.1149,Cluster_293.0335_4.024,183.0303_4.023;293.0335_4.024;295.0302_4.02;297.0265_4.023;297.0265_4.035;410.9459_4.028;515.1033_4.019;737.1733_4.031,8,,,,
293.0488_5.594,293.0488,5.594,57010.9035,293.0488_5.594,293.0488_5.594,1,,,,
293.0489_5.557,293.0489,5.557,76863.32,293.0489_5.557,293.0489_5.557,1,,,,
293.0525_6.038,293.0525,6.038,28192.7115,293.0525_6.038,293.0525_6.038,1,,,,
293.0802_0.982,293.0802,0.982,3962.00475,293.0802_0.982,293.0802_0.982,1,,,,
293.0831_2.201,293.0831,2.201,10921.8915,293.0831_2.201,293.0831_2.201,1,,,,
293.0833_2.178,293.0833,2.178,10323.861,293.0833_2.178,293.0833_2.178,1,,,,
293.0874_5.69,293.0874,5.69,17469.143,293.0874_5.69,293.0874_5.69,1,,,,
293.1046_3.527,293.1046,3.527,18468.1545,293.1046_3.527,293.1046_3.527,1,,,,
294.1347_0.513,294.1347,0.513,9259.7275,294.1347_0.513,294.1347_0.513,1,,,,
295.0276_3.194,295.0276,3.194,1748.26025,Cluster_295.0276_3.194,295.0276_3.194;297.025_3.185;447.0603_3.193,3,,,,
295.0296_5.65,295.0296,5.65,18531.754,Cluster_151.007_5.656,151.007_5.656;295.0296_5.65,2,,,,
295.0302_4.02,295.0302,4.02,1053.025,Cluster_293.0335_4.024,183.0303_4.023;293.0335_4.024;295.0302_4.02;297.0265_4.023;297.0265_4.035;410.9459_4.028;515.1033_4.019;737.1733_4.031,8,,,,
295.0465_5.68,295.0465,5.68,4080.676,295.0465_5.68,295.0465_5.68,1,,,,
295.0609_2.42,295.0609,2.42,168174.35,Cluster_295.0609_2.42,295.0609_2.42;339.068_2.418;383.074_2.432;409.0712_2.434,4,,,,
295.0609_2.406,295.0609,2.406,168174.35,Cluster_295.0609_2.406,295.0609_2.406;297.0608_2.394;339.068_2.398,3,,,,
295.0612_3.17,295.0612,3.17,2705.46605,295.0612_3.17,295.0612_3.17,1,,,,
295.0816_4.004,295.0816,4.004,5420.9563,295.0816_4.004,295.0816_4.004,1,,,,
295.0893_8.123,295.0893,8.123,19402.3535,Cluster_333.0245_8.134,295.0893_8.123;333.0245_8.134;479.1069_8.132,3,,,,
295.1203_3.636,295.1203,3.636,14585.1425,295.1203_3.636,295.1203_3.636,1,,,,
295.1293_0.513,295.1293,0.513,62615.048,Cluster_295.1293_0.513,295.1293_0.513;295.1294_0.513,2,,,,
295.1294_0.513,295.1294,0.513,61747.9065,Cluster_295.1293_0.513,295.1293_0.513;295.1294_0.513,2,,,,
295.1547_0.818,295.1547,0.818,8764.9,295.1547_0.818,295.1547_0.818,1,,,,
296.8821_5.318,296.8821,5.318,84348.848,Cluster_128.9597_5.323,128.9596_5.328;128.9597_5.323;296.8821_5.318;296.8821_5.319;380.8433_5.323,5,,,,
296.8821_5.319,296.8821,5.319,84484.308,Cluster_128.9597_5.323,128.9596_5.328;128.9597_5.323;296.8821_5.318;296.8821_5.319;380.8433_5.323,5,,,,
297.025_3.185,297.025,3.185,502.01235,Cluster_295.0276_3.194,295.0276_3.194;297.025_3.185;447.0603_3.193,3,,,,
297.0265_4.023,297.0265,4.023,501.39495,Cluster_293.0335_4.024,183.0303_4.023;293.0335_4.024;295.0302_4.02;297.0265_4.023;297.0265_4.035;410.9459_4.028;515.1033_4.019;737.1733_4.031,8,,,,
297.0265_4.035,297.0265,4.035,501.39495,Cluster_293.0335_4.024,183.0303_4.023;293.0335_4.024;295.0302_4.02;297.0265_4.023;297.0265_4.035;410.9459_4.028;515.1033_4.019;737.1733_4.031,8,,,,
297.0608_2.394,297.0608,2.394,10883.314,Cluster_295.0609_2.406,295.0609_2.406;297.0608_2.394;339.068_2.398,3,,,,
297.1338_0.84,297.1338,0.84,8612.8735,297.1338_0.84,297.1338_0.84,1,,,,
297.134_0.497,297.134,0.497,64142.187,297.134_0.497,297.134_0.497,1,,,,
298.0024_5.466,298.0024,5.466,501.7871,298.0024_5.466,298.0024_5.466,1,,,,
298.0421_4.091,298.0421,4.091,19069.156,298.0421_4.091,298.0421_4.091,1,,,,
298.0748_0.514,298.0748,0.514,12031.4055,298.0748_0.514,298.0748_0.514,1,,,,
299.0586_3.308,299.0586,3.308,1397.47205,Cluster_315.0699_3.297,299.0586_3.308;315.0699_3.297;551.1196_3.286;683.1599_3.298;735.2019_3.302,5,,,,
299.069_6.097,299.069,6.097,16738.696,299.069_6.097,299.069_6.097,1,,,,
299.0764_4.607,299.0764,4.607,3224.7568,299.0764_4.607,299.0764_4.607,1,,,,
299.0769_4.876,299.0769,4.876,8909.897,299.0769_4.876,299.0769_4.876,1,,,,
299.0984_5.442,299.0984,5.442,21213.4495,299.0984_5.442,299.0984_5.442,1,,,,
299.1246_5.173,299.1246,5.173,14704.4275,299.1246_5.173,299.1246_5.173,1,,,,
299.1496_0.968,299.1496,0.968,11190.089,Cluster_287.1496_0.972,287.1496_0.972;299.1496_0.968,2,,,,
300.0195_3.182,300.0195,3.182,1323.3139,300.0195_3.182,300.0195_3.182,1,,,,
300.0392_6.324,300.0392,6.324,10500.003,300.0392_6.324,300.0392_6.324,1,,,,
300.0393_5.464,300.0393,5.464,118421.28,300.0393_5.464,300.0393_5.464,1,,,,
300.112_1.001,300.112,1.001,1201.89245,300.112_1.001,300.112_1.001,1,,,,
300.1267_0.968,300.1267,0.968,1793.553,300.1267_0.968,300.1267_0.968,1,,,,
300.127_0.553,300.127,0.553,15233.4185,Cluster_300.127_0.553,300.127_0.553;482.1821_0.552,2,,,,
301.0518_2.391,301.0518,2.391,7810.095,301.0518_2.391,301.0518_2.391,1,,,,
301.1111_0.545,301.1111,0.545,20106.418,301.1111_0.545,301.1111_0.545,1,,,,
301.1652_0.95,301.1652,0.95,9986.6575,301.1652_0.95,301.1652_0.95,1,,,,
301.1653_0.766,301.1653,0.766,16000.707,Cluster_287.1498_0.782,287.1498_0.782;301.1653_0.766,2,,,,
301.2015_0.509,301.2015,0.509,8705.974,301.2015_0.509,301.2015_0.509,1,,,,
301.9973_2.602,301.9973,2.602,501.95115,301.9973_2.602,301.9973_2.602,1,,,,
302.1058_0.512,302.1058,0.512,8664.8355,302.1058_0.512,302.1058_0.512,1,,,,
302.1142_4.079,302.1142,4.079,35782.645,302.1142_4.079,302.1142_4.079,1,,,,
302.1426_0.553,302.1426,0.553,7603.23565,302.1426_0.553,302.1426_0.553,1,,,,
303.0177_4.041,303.0177,4.041,26598.6975,303.0177_4.041,303.0177_4.041,1,,,,
303.066_2.439,303.066,2.439,24271.4355,303.066_2.439,303.066_2.439,1,,,,
303.0719_4.804,303.0719,4.804,67840.697,303.0719_4.804,303.0719_4.804,1,,,,
303.0869_2.422,303.0869,2.422,17377.626,303.0869_2.422,303.0869_2.422,1,,,,
303.9888_4.817,303.9888,4.817,17972.7665,303.9888_4.817,303.9888_4.817,1,,,,
304.1218_0.512,304.1218,0.512,25911.2905,304.1218_0.512,304.1218_0.512,1,,,,
304.158_0.542,304.158,0.542,8653.567,304.158_0.542,304.158_0.542,1,,,,
305.0278_5.377,305.0278,5.377,502.7798,Cluster_221.0666_5.387,221.0666_5.387;305.0278_5.377,2,,,,
